actividad,prestatario,vacantes,nombre_largo,nombre_del_programa,fecha_inicio,fecha_termino,objetivo,justificación,domicilio,representante,medios_de_contacto_con_el_representante,apoyos
DESARROLLO DE PROGRAMAS DE APLICACIÓN PARA CONTROL,CSE-DCA-CINVESTAV-IPN (100200501),5,"CENTRO DE SERVICIOS EXPERIMENTALES, DEPARTAMENTO DE CONTROL AUTOMATICO, CINVESTAV-IPN",DESARROLLO DE SISTEMAS ELECTRÓNICOS Y DE PROGRAMACIÓN PARA EL CONTROL AUTOMÁTICO Y LA ROBÓTICA (18003a7320),2022-03-16,2023-03-15,"Desarrollar sistemas electrónicos y de programación para el control automático, la robótica y la mecatrónica, todos ellos basados en el control automático, para lo cual se requiere de control de servomotores, programación de microcontroladores, en C++, en matlab, tambien se requiere de circuitos electrónicos de todo tipo, así como de la utilización de sensores y actuadores.","Hoy en dia diciplinas como la robótica y la mecatrónica tienen una gran proyección ya que tienen una gran cantidad de aplicaciones en diversas áreas, es así que tenemos como meta contribuir en estas ramas del conocimiento para el desarrollo del país.","Calle: AV. IPN, Núm. exterior: 2508, Núm. interior: S/N, Colonia: ZACATENCO, Delegación o Municipio: G. A. MADERO",RUBEN GARRIDO MOCTEZUMA,"e-mail: garrido@ctrl.cinvestav.mx, Tel: 57 47 37 39, Fax: 55 50-61-38-12","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS, DIRECCIÓN DE TESIS, MATERIAL Y EQUIPO, OPCIÓN A TESIS, PAPELERÍA,"
APOYO ADMINISTRATIVO AL D.C.T.S.S.,DESS (100200300),-1,DIRECCION DE EGRESADOS Y SERVICIO SOCIAL,PROMOTORES DE REDES SOCIALES A DISTANCIA (05022a8467),2022-05-16,2023-05-15,APOYAR A LOS PRESTADORES EN REALIZAR SU SERVICIO SOCIAL A DISTANCIA,"DEBIDO A LA PANDEMIA Y A QUE LOS PRESTADORES SE QUEDEN BAJAO RESGUARDO EN SUS CASAS, DANDOLES LA FACILIDAD DE REALIZAR SU SERVICIO MODALIDAD A DISTANCIA.","Calle: AV. JUAN DE DIOS BATIZ, Núm. exterior: S/N, Núm. interior: S/N, Colonia: LINDAVISTA, Delegación o Municipio: ALCALDÍA GUSTAVO A. MADERO",JOSÉ NOEL ROSALES PEREZ,"e-mail: bhuertab@ipn.mx, Tel: (55)57296000 ext. 51672, Fax: (55)57296000 ext. 51697","ASESORÍA, CAPACITACIÓN,"
ACTUALIZACIÓN DEL CONTROL DE ACTIVIDADES INTERNAS.,CFE (240500300),10,COMISION FEDERAL DE ELECTRICIDAD,PROCEDIMIENTOS ADMINISTRATIVOS E INFORMATICOS EN CFE (08002j3125),2022-01-16,2023-01-15,"Controlar y organizar los reportes de los sistemas de gestión, así como elaborar y aplicar procedimientos de mantenimiento y actualización de software a los equipos informáticos de CFE, para optimizar los recursos de la empresa.","Apoyar el desarrollo profesional de los estudiantes, participando y aportando nuevas ideas para la mejora del servicio en atención a clientes internos y externos en las diversas actividades que se realizan en las diferentes áreas de CFE.","Calle: AV. CUAUHTÉMOC, Núm. exterior: 536, Núm. interior: S/N, Colonia: NARVARTE PONIENTE, Delegación o Municipio: BENITO JUÁREZ",ROGELIO BALLESTEROS CORONA,"e-mail: araceli.gutierrez@cfe.mx, Tel: (55)52294400 exts: 83768, 83738, 83791 Y 83708, Fax:","BECA ECONÓMICA, Monto del Apoyo $ ,"
"APOYO EN LA ACTIVIDAD DOCENTE, INVESTIGACIÓN E INFRAESTRUCTURA A DISTANCIA EN LA EST",EST (100112500),94,ESCUELA SUPERIOR DE TURISMO,"SERVICIO SOCIAL ESCUELA SUPERIOR DE TURISMO 042 ""SUB ACADEMICA"" (05390a4890)",2022-04-01,2023-03-31,"EN ESTE PROGRAMA EL ALUMNO DE SERVICIO SOCIAL APOYARÁ Y FORTALECERÁ ÁREAS DE INVESTIGACIÓN Y, EDUCACIÓN E INFRAESTRUCTURA DE NUESTRA ESCUELA.","EL ALUMNO QUE PRESTE SERVICIO SOCIAL DESARROLLARÁ ESTRATEGIAS E INVESTIGACIONES QUE APOYEN YA SEA AL PERSONAL DOCENTE O HARÁ USO DE TECNOLOGÍAS PARA TENER MEJOR INFORMACIÓN Y COMUNICACIÓN, Y ASÍ APOYAR ÁREAS DE INFRAESTRUCTURA","Calle: AV, MIGUEL BERNARD, Núm. exterior: NO 39, Núm. interior: S/N, Colonia: FRACC. LA ESCALERA, Delegación o Municipio: ALCALDÍA GUSTAVO A. MADERO",MARIA DOLORES GARCIA MARTINEZ,"e-mail: estserviciosocial@ipn.mx, Tel: 57296000 EXT. 55755, Fax:","ASESORÍA, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO A DISTANCIA ESCOM,ESCOM (100113300),2,ESCUELA SUPERIOR DE COMPUTO,VINCULACION ACADEMICA Y SECTORIAL DE LA ESCOM (02330a1622),2022-02-01,2023-01-31,"PROMOVER Y DIFUNDIR LA CARRERA DE ING.EN SIST.COMPUTACIONALES, PRODUCTOS Y SERV. EDUCATIVOS DE LA ESCOM, PARA LA COMUNIDAD POLITECNICA,ASI COMO OTRAS INST.DE EDUCACION SUPERIOR Y SECTORES EMPRESARIALES",LOS PRESTADORES DE SERVICIO SOCIAL COADYUVAN A EFICIENTAR LOS PROCESOS Y CUMPLIR CON LA NORMATIVIDAD ESTABLECIDA.,"Calle: AV. JUAN DE DIOS BATIZ, Núm. exterior: SN, Núm. interior: SN, Colonia: LA ESCALERA, Delegación o Municipio: ALCALDÍA GUSTAVO A. MADERO",JOSÉ FRANCISCO SERRANO GARCÍA,"e-mail: hmedrano@ipn.mx, Tel: 57296000 ext. 52296, Fax:","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO EN LAS NORMATIVAS SII A DISTANCIA,COLEGIO DE BACHILLERES OFICINAS GENERALES (241392761),17,DEPARTAMENTO DE ALMACEN E INVENTARIOS DEL COLEGIO DE BACHILLERES OFICINAS GNERALES,SISTEMA DE DECLARACIONES A DISTANCIA (05850c8693),2022-06-16,2023-06-15,"Apoyar en el análisis, desarrollo, implementación y capacitación del Sistema Integral Información (SIDE); así como en la elaboración, planeación, revisión de documentos y normativas que aplican para Gobierno federal y en la armonización contable, desarrollar rutina, reportes, inspección, para las áreas del Colegio de Bachilleres actividades a distancia.","Formar Profesionistas con habilidades sobre normativas de Gobierno, Conocimientos sobre matriz de riesgos para ser competentes para realizar actividades propias de su momento y condición científica, tecnológica, histórica, social, económica, política y filosofía, con un nivel de dominio que les permita movilizar y utilizar, de manera integral y satisfactoria, conocimientos y habilidades.","Calle: PLUTARCO ELIAS CALLES, Núm. exterior: 250, Núm. interior: S/N, Colonia: LOS REYES, Delegación o Municipio: IZTACALCO",GUILLERMO HORACIO NAVARRETE HUERTA,"e-mail: GNHUERTA@GMAIL.COM, Tel: 5551430972, Fax: 5551430972","ASESORÍA, CAPACITACIÓN, CURSOS,"
APOYO EN OTRAS ACTIVIDADES RELACIONADAS CON SISTEMAS INFORMÁTICOS - A DISTANCIA,D.S.I (100200100),2,DIRECCIÓN DE SISTEMAS INFORMÁTICOS,"DESARROLLO DE SISTEMAS DE INFORMACIÓN ""A DISTANCIA"" (05044a8331)",2021-11-16,2022-11-15,"Contar con el apoyo de alumnos de servicio social para el desarrollo, mantenimiento y actualización de los sistemas y plataformas informáticas institucionales de información del IPN , que coadyuven con la implementación y consolidación del Sistema Institucional de Información, útil para la toma de decisiones de la alta dirección.","Debido a la gran cantidad de procesos sistematizados dentro de cada uno de los sistemas y subsistemas de información desarrollados en el área y derivado del poco personal con que se cuenta, es necesario considerar el apoyo de alumnos de S.S. de Ingeniería en Sistemas Computacionales y áreas afines, con el fin de garantizar la operación y actualización de los sistemas y de esta manera no poner en riesgo la operación de los procesos institucionales que se llevan a cabo en las plataforma.","Calle: EDIFICIO CENTRAL INTELIGENTE DE CÓMPUTO, 1° PISO, AV. JUAN DE DIOS BÁTIZ, Núm. exterior: ESQ. JUAN O' GORMAN, Núm. interior: S/N, Colonia: UNIDAD PROFESIONAL ""ADOLFO LÓPEZ MATEOS"", Delegación o Municipio: ALCALDÍA GUSTAVO A. MADERO",ELBA MERCEDES GORDOA ROCHA,"e-mail: vtrejom@ipn.mx, Tel: 57296000 ext 51593, Fax:","ASESORÍA, BIBLIOGRAFÍA, MATERIAL Y EQUIPO,"
APOYO PARA ANALIZAR LA TEORÍA RELACIONADA CON EL RIESGO Y LA CONFIABILIDAD DE PLATAFORMAS DE LANZAMI,CDA-IPN (100113902),1,CENTRO DE DESARROLLO AEROESPACIAL DEL INSTITUTO POLITÉCNICO NACIONAL,DISEÑO Y PLANIFICACIÓN DE ESQUEMAS DE INSTRUMENTACIÓN PARA MISIONES SUBORBITALES A DISTANCIA (05671a8424),2022-03-16,2023-03-30,"Participar mediante plataformas colaborativas virtuales en el diseño conceptual y en etapas de planificación logística para el planteamiento y futuro desarrollo de esquemas de instrumentación electrónica para aplicaciones aeroespaciales, con fines de demostración tecnológica e investigación científica,","El diseño y planeación de sistemas de instrumentación electrónica para sistemas aeroespaciales, es parte fundamental en la operación de vehículos o experimentos aeronáuticos y espaciales, ya sean drones, sondas estratosféricas experimentales o satélites, que son la pieza fundamental para alcanzar los objetivos, ya sean tecnológicos o científicos que se establezcan en cada misión","Calle: BELISARIO DOMÍNGUEZ, Núm. exterior: 22, Núm. interior: S/N, Colonia: CENTRO, Delegación o Municipio: CUAUHTÉMOC",MARIO ALBERTO MENDOZA BARCENAS,"e-mail: jgomezv@ipn.mx, Tel: 57296000 ext: 46307, Fax:","ASESORÍA, BIBLIOGRAFÍA, CURSOS,"
APOYO PARA EL ANÁLISIS DE DATOS E INFORMACIÓN A DISTANCIA,D.P.I.T.”TECNOPOLI” (100203102),8,"DIRECCIÓN DE PROSPECTIVA E INTELIGENCIA TECNOLÓGICA, “TECNÓPOLI”","GESTIÓN, DESARROLLO Y SUPERVISIÓN DE PROYECTOS NACIONALES (A DISTANCIA) (05121a8335)",2021-11-16,2022-11-15,"Colaborar con las actividades desarrolladas en la Coordinación de Proyectos Nacionales de la DPITT, para que el estudiante aplique el conocimiento adquirido a lo largo de su formación en la gestión, desarrollo y supervisión de Proyectos, a través de la metodología IPMA y herramientas especializadas para supervisión de proyectos. El estudiante podrá fortalecer sus conocimientos de manera integral, consolidar su formación académica, desarrollar valores, y explotar su talento","Es importante promover la participación solidaria de la comunidad, adquirir la experiencia en la gestión, desarrollo y supervisión de Proyectos Nacionales, en donde se impulsa la vinculación del estudiante con las herramientas tecnológicas enfrentándose a situaciones reales en la ejecución de proyectos. Aprenderán el impacto de los proyectos realizados y las metodologías utilizadas, que coadyuven a su formación profesional.","Calle: WILFRIDO MASSIEU UNIDAD PROFESIONAL ""ADOLFO LÓPEZ MATEOS"", Núm. exterior: S/N, Núm. interior: S/N, Colonia: ZACATENCO, Delegación o Municipio: GUSTAVO A MADERO",IRERI VICTORIA ROBLES GONZÁLEZ,"e-mail: tecnoservicio@ipn.mx, Tel: 57620, Fax:","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS,"
ACTIVIDADES ADMINISTRATIVAS A DISTANCIA,CECYT NO. 10 (100101100),47,"CENTRO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS NO. 10 ""CARLOS VALLEJO MARQUEZ""",PROSSNA CECYT10 (02080a1968),2022-03-16,2023-03-15,Coadyuvar a disminuir los índices de reprobación en las Unidades Académicas mediante asesorías a los alumnos en riesgo de reprobar alguna asignatura o que ya esté reprobada. Por alumnos más avanzados,"En virtud de la carga docente de profesores, se hace muy conveniente que sean alumnos los que puedan regularizar a sus propios compañeros ya que entre ellos se habla el mismo idioma , fuera de la formalidad que se tiene en el aula.","Calle: AV LORERTO FABELA ESQ. AV 508, Núm. exterior: S/N, Núm. interior: S/N, Colonia: SAN JUAN ARAGON, Delegación o Municipio: GAM",ANTONIO HAZAEL RAMOS MARIANO,"e-mail: hmendezs@ipn.mx, Tel: 57296000 ext. 71024, Fax:","MATERIAL Y EQUIPO,"
GENERACIÓN DE ESTADÍSTICAS,INEGI - DRC (240802601),5,"INSTITUTO NACIONAL DE ESTADISTICA Y GEOGRAFIA, DIRECCION REGIONAL CENTRO",DIRECTORIO ESTADISTICO DE UNIDADES ECONOMICAS (05033h4648),2022-06-16,2023-06-15,"ACTUALIZAR PERMANENTEMENTE LOS ESTABLECIMIENTOS GRANDES, ASI COMO DETERMINAR SECTORES, SUBSECTORES, RAMAS O CLASES DE ACTIVIDAD ECONOMICA, MEDIANTE LA REALIZACION DE ENCUESTAS Y ESTUDIOS ESPECIFICOS.",DEBIDO A QUE HAY MUCHOS ALUMNOS INTERESADOS EN REALIZAR SU SERVICIO SOCIAL EN ESTE INSTITUTO Y POR EL BUEN NIVEL ACADEMICO QUE TIENE LA INSTITUCION.,"Calle: AV. BALDERAS, Núm. exterior: 71, Núm. interior: S/N, Colonia: CENTRO, Delegación o Municipio: CUAUHTÉMOC",ADRIANA LILIAN QUEZADAS HERRERA,"e-mail: carlos.tavera@inegi.org.mx, Tel: (55) 51307900, ext. 7538, Fax:","ASESORÍA, CAPACITACIÓN, MATERIAL Y EQUIPO,"
MEDIO AMBIANTE Y AVIACION,ESIME TICOMAN (100102200),1,"ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA, UNIDAD TICOMAN",SERVICIO SOCIAL PARA ALUMNOS DEL IPN EN ESIME TICOMAN (02300a2427),2022-04-01,2023-03-31,"Brindar apoyo a las actividades desarrolladas en los diferentes programas de servicio social registrados en la Unidad Académica, los cuales serán avalados por el Departamento de Extensión y Apoyos Educativos","Se registra el programa para externos con el objetivo de avalar la aceptación del Servicio Social, así como dar seguimiento a los alumnos que elijan alguno de los programas de servicio social que se desarrollan en la unidad académica","Calle: AV. TICOMAN, Núm. exterior: 600, Núm. interior: S/N, Colonia: SAN JOSE TICOMAN, Delegación o Municipio: G.A.M",MARÍA ELENA AVALOS URIBE,"e-mail: mavalosu@ipn.mx, Tel: 57296000 (56071), Fax:","BIBLIOGRAFÍA, MATERIAL Y EQUIPO, PAPELERÍA,"
DESARROLLO DE ESTRATEGIAS DE DESPACHADORES DE TAREAS EN ENTORNOS ETEROGENEOS,CINVESTAV-IPN (100200500),11,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS,VEHÍCULOS AUTÓNOMOS (20003a2439),2022-05-16,2023-05-15,"DISEÑAR, CONSTRUIR Y CONTROLAR VEHÍCULOS AUTONOMOS QUE SEAN CAPACES DE COMPLETAR MISIONES DE INVESTIGACIÓN, BUSQUEDA Y RESCATE EN ZONAS HOSTILES PARA EL SER HUMANO.","DESARROLLAR VEHÍCULOS QUE SEAN CAPACES DE DESEMPEÑAR TAREAS SIN LA INTERVENCIÓN DEL HUMANO MOTIVA LA APLIACIÓN DE LA TEORIA DEL CONTROL EN ESTOS VEHÍCULOS, ADEMAS DE FOMENTAR LAS CAPACIDADES CREATIVAS DE LOS ALUMNOS DE MAESTRIA Y DOCTORADO","Calle: AV. IPN, Núm. exterior: 2508, Núm. interior: S/N, Colonia: SAN PEDRO ZACATENCO, Delegación o Municipio: G.A. MADERO",JORGE ANTONIO TORRES MUÑOZ,"e-mail: mestrada@cinvestav.mx, Tel: 5557473800 ext. 3786, Fax:","ASESORÍA, BIBLIOGRAFÍA, DIRECCIÓN DE TESIS, MATERIAL Y EQUIPO, OPCIÓN A TESIS,"
APOYO EN LA ELABORACIÓN DE APLICACIONES MÓVILES PARA USO SOCIAL,CIIEMAD (100203500),2,CENTRO INTERDISCIPLINARIO DE INVESTIGACIONES Y ESTUDIOS SOBRE MEDIO AMBIENTE Y DESARROLLO,POLÍTICAS PÚBLICAS PARA MÉXICO (22062a9136),2022-09-01,2023-08-31,"El presente programa tiene el objetivo de analizar las políticas que se han implementado en México en los sectores ambiental, económico y social. Se desarrolla mediante la elaboración de diagnósticos, mapas socio-ambientales, así como organizar una base de datos socio-económica y ambiental de las localidades que se estudien, aplicaciones y actividades informáticas.","Es necesario contar con el apoyo de estudiantes de educación superior con perfiles de la rama ambiental principalmente, pero se aceptan estudiantes de otras áreas, ya que requerimos realizar estudios interdisciplinarios en donde todos participen en la identificación de la problemática y dar propuestas de soluciones desde diferentes disciplinas","Calle: 30 DE JUNIO DE 1520, Núm. exterior: S/N, Núm. interior: S/N, Colonia: BARRIO LA LAGUNA TICOMÁN, Delegación o Municipio: ALCALDÍA GUSTAVO A. MADERO",MARÍA CONCEPCIÓN MARTÍNEZ RODRÍGUEZ,"e-mail: ss.ciiemad@ipn.mx, Tel: 57296000 ext 52732, Fax:","ASESORÍA, DIRECCIÓN DE TESIS, MATERIAL Y EQUIPO, OPCIÓN A TESIS,"
SISTEMAS COMPUTACIONALES,CIC (100202300),10,CENTRO DE INVESTIGACION EN COMPUTACION,SERVICIO SOCIAL EN APOYO A DISTINTAS FUNCIONES DENTRO DEL CIC (22450a7071),2022-05-01,2023-05-01,"Que los alumnos practiquen los conocimientos adquiridos en la escuela, en apoyo a las funciones del CIC, cuyo objetivo es realizar investigación científica de vanguardia orientada a la enseñanza y a la investigación básica y aplicada,así como al desarrollo tecnológico.","Que desarrolle investigación científica y tecnológica comprometida con la sociedad, reconocido por el liderazgo del prestador en sus áreas de competencia, por imponer estándares de calidad y por contribuir al desarrollo nacional mediante las ideas generadas por su comunidad, atender las necesidades planteadas por los sectores educativo, productivo y de servicios del país.","Calle: AV. JUAN DE DIOS BATIZ, Núm. exterior: SN, Núm. interior: SN, Colonia: NUEVA INDUSTRIAL VALLEJO, Delegación o Municipio: GUSTAVO. A. MADERO",JUAN CARLOS ANGELES CASTILLO,"e-mail: serviciosocial@cic.ipn.mx, Tel: 57296000 ext. 56624, Fax: 57296000 ext. 56607","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS, DIRECCIÓN DE TESIS, MATERIAL Y EQUIPO, OPCIÓN A TESIS, PAPELERÍA,"
APOYO EN SUBDIRECCIÓN DE VINCULACIÓN,CICATAUL (100203300),42,"CENTRO DE INVESTIGACION EN CIENCIA APLICADA Y TECNOLOGIA AVANZADA, UNIDAD LEGARIA",APOYO EN LÍNEA A ACTIVIDADES DE INVESTIGACIÓN CIENTÍFICA ( A DISTANCIA) (05470a8269),2021-11-01,2022-11-15,Formación en línea de recursos humanos que realicen actividades de apoyo a la investigación científica y tecnológica que implican cierto nivel de responsabilidad.,"A causa del confinamiento generado por la pandemia global originada por el virus SARSCoV2, se debe buscar la manera de mantener activos a nuestros estudiantes continuando con su formación académica. Su participación en este programa es fundamental para el desarrollo de actividades CyT debido a la interacción que surge de la relación con investigadores de alto nivel y a la retroalimentación generada con estudiantes de posgrado.","Calle: LEGARIA, Núm. exterior: 694, Núm. interior: S/N, Colonia: IRRIGACION, Delegación o Municipio: MIGUEL HIDALGO",MONICA ROSALIA JAIME FONSECA,"e-mail: sscicata@ipn.mx, Tel: 57296300 ext 67729, Fax:","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, DIRECCIÓN DE TESIS, OPCIÓN A TESIS,"
APOYO EN SONDEO DE NECESIDADES DE CAPACITACIÓN Y SEGUIMIENTO DE CLIENTES POTENCIALES A DISTANCIA,C.V.D.R U. DURANGO (100209609),8,CENTRO DE VINCULACION Y DESARROLLO REGIONAL UNIDAD DURANGO,DIFUSIÓN DE OFERTA ACADEMICA ( A DISTANCIA ) (05616a8365),2021-09-01,2022-08-31,Dar a conocer la oferta académica virtual y presencial que se imparte en los 15 Centros de Vinculación y Desarrollo Regional establecidos a lo largo de la República Mexican.,"Favorecer e impulsar el desarrollo social y económico a través de la difusión e instrumentación de programas académicos y de formación de capacidades a lo largo de la vida; asi como promover la transferencia del conocimiento y la innovación científica y tecnológica, contribuyendo a la competitividad de la región y con ello a la mejora de las condiciones de vida.","Calle: FRANCISCO SARABIA, Núm. exterior: S/N, Núm. interior: S/N, Colonia: BARRIO DE ANALCO, Delegación o Municipio: DURANGO",ALMA CAROLINA RODRIGUEZ FLORES,"e-mail: xescobar@ipn.mx, Tel: 555729600 ext. 81902, Fax: 6188112416","ASESORÍA, CAPACITACIÓN,"
APOYO EN INNOVACIÓN TECNOLÓGICA,CIITEC (100203010),7,CENTRO DE INVESTIGACION E INNOVACION TECNOLOGICA,TRANSFORMACIÓN DE RECURSOS Y/O PROCESOS PARA SU DESARROLLO TEÓRICO/PRÁCTICO EN LA SOCIEDAD. (22460a8981),2022-04-01,2023-03-31,Aplicación del conocimiento técnico y científico con el fin de transformar el entorno de la sociedad.,El desarrollo tecnológico permite el mejoramiento de técnicas y herramientas que ayudan a satisfacer necesidades con un objetivo multifacético.,"Calle: CERRADA CECATI, Núm. exterior: S/N, Núm. interior: S/N, Colonia: SANTA CATARINA, Delegación o Municipio: AZCAPOTZALCO",ELIZABETH CARRILLO CARBAJAL,"e-mail: ciitec@ipn.mx, Tel: 57296000 ext. 64346-64428, Fax:","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, DIRECCIÓN DE TESIS, MATERIAL Y EQUIPO, OPCIÓN A TESIS,"
MODELADO POR COMPUTADORA DEL CENTRO HISTÓRICO DE ZACATECAS,UPIIZ (100105401),88,UNIDAD PROFESIONAL INTERDISCIPLINARIA DE INGENIERIA CAMPUS ZACATECAS,APOYO A LAS ACTIVIDADES ACADÉMICAS Y ADMINISTRATIVAS DE LA UPIIZ (A DISTANCIA) (05612a8201),2021-09-01,2022-08-31,"APOYAR EL DESARROLLO DE LAS ACTIVIDADES DE DOCENCIA, DE INVESTIGACIÓN Y ADMINISTRATIVAS DE LAS DIFERENTES ACADEMIAS DE LA UPIIZ QUE SE VIERON AFECTADAS POR CONTINGENCIA SANITARIA, MEDIANTE EL TRABAJO A DISTANCIA DE LOS PRESTADORES DE SERVICIO SOCIAL.",CONSERVAR Y PROTEGER LA SALUD DE LA COMUNIDAD ESTUDIANTIL Y SIMULTÁNEAMENTE FAVORECER LA LABOR DOCENTE Y ADMINISTRATIVA CON EL APOYO BRINDADO A DISTANCIA DE LOS ALUMNOS.,"Calle: BLVD. DEL BOTE, Núm. exterior: 202, Núm. interior: CERRO DEL GATO EJIDO, Colonia: CIUDAD ADMINISTRATIVA, Delegación o Municipio: ZACATECAS",MARÍA MONSERRAT NERIA REYES,"e-mail: mneriar@ipn.mx, Tel: (492)9242419 Ext:83568, Fax:","ASESORÍA, BIBLIOGRAFÍA, CURSOS, DIRECCIÓN DE TESIS, OPCIÓN A TESIS,"
INSTALACIÓN DE SOFTWARE,"AGENCIA DE ENERGÍA, SEGURIDAD Y AMBIENTE-SEMARNAT (241800034)",5,"AGENCIA DE ENERGÍA, SEGURIDAD Y AMBIENTE-SEMARNAT",HABILIDADES INFORMÁTICAS APLICADAS EN LA ADMINISTRACIÓN DE LOS RECURSOS DE LA ASEA-DISTANCIA (05075s8751),2021-09-16,2022-09-15,"Contar con el apoyo de prestadores que apoyen en la operación del área de capital humano, materiales y financieros, que cuenten con habilidades informáticas para el manejo de bases de datos, integración y análisis de sus contenidos que permitan la toma de decisiones en diversos procesos, permitiendo una inserción más rápida del prestador en el ámbito laboral.","La UAF es el área encargada de administrar los recursos de la ASEA, en este sentido se requiere apoyo en la operación de las Direcciones Generales, así como en la optimización de información en los procedimientos y bases de datos que permitan una mejor planeación, organización control y optimización de los recursos.","Calle: BOULEVARD ADOLFO RUIZ CORTINEZ, Núm. exterior: 4209, Núm. interior: S/N, Colonia: JARDINES EN LA MONTAÑA, Delegación o Municipio: TLALPAN",AGUSTIN ZAVALA GONZALEZ,"e-mail: esther.lopez@asea.gob.mx, Tel: (55)91260100 ext: 13932, Fax:","ASESORÍA, BECA ECONÓMICA, Monto del Apoyo $ , MATERIAL Y EQUIPO,"
-,DDiCyT (100204400),990,DIRECCIÓN DE DIFUSIÓN DE CIENCIA Y TECNOLOGÍA,PROGRAMA INTEGRAL DE SERVICIO SOCIAL EN CIENCIA Y TECNOLOGÍA A DISTANCIA (05038a8810),2021-11-01,2022-10-31,APOYO A LAS DIFERENTES AREAS DE LA DIRECCION,APOYO A LOS PRESTADORES QUE DESEEN REALIZAR SU SERVICO SOCIAL A DISTANCIA,"Calle: AV. MANUEL SALAZAR ESQ. ZEMPOALTECAS, Núm. exterior: S/N, Núm. interior: S/N, Colonia: EX HACIENDA EL ROSARIO, Delegación o Municipio: AZCAPOTZALCO",ROCÍO OLIVA LEDESMA SAUCEDO,"e-mail: subplaneacionddicyt@ipn.mx, Tel: 57296000 ext: 64810, Fax: 57296000 ext: 64811","ASESORÍA, CAPACITACIÓN,"
APOYAR LA IMPLEMENTACIÓN DE INDICADORES DE EVALUACIÓN DE PROGRAMAS DE CONTROL DE TRÁNSITO Y VIALIDAD,SSC CDMX (220001500),2,SECRETARIA DE SEGURIDAD CIUDADANA DE LA CDMX,"MULTIDISCIPLINARIO EN ACTIVIDADES ECONOMICO-ADMINISTRATIVAS, SOCIALES Y DE CIENCIAS, A DISTANCIA (05025b8842)",2021-12-01,2022-11-30,"Fortalecer a la SSC CDMX en materias económicas, administrativas, sociales y de ciencias, que coadyuven en las funciones que se tienen encomendadas en el servicio de seguridad ciudadana que se proporciona a la sociedad de la CDMX","A través de la aplicacion de los conocimientos teóricos-prácticos adquiridos por los prestadores de Servicio Social y Prácticas Profesionales durante su proceso de formación en el IPN, se coadyuvará el reforzamiento del servicio de seguridad ciudadana que se brinda a la población en general y a la afectada por la comisión de delitos, siniestros, desastres, comisión de infracciones a los Reglamentos gubernativos y de policía, en proyectos que lleven a cabo, en la modalidad a distancia.","Calle: AVENIDA ARCOS DE BELÉN, Núm. exterior: 79, Núm. interior: PB, Colonia: CENTRO, Delegación o Municipio: CUAUHTÉMOC",JUAN DE DIOS MACIEL PEREZ,"e-mail: sspserviciosocial@yahoo.com.mx, Tel: 52425100 EXT:5683, Fax:","ASESORÍA, BECA ECONÓMICA, Monto del Apoyo $ , CAPACITACIÓN,"
